,Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,Target,Prediction
14856,10491.0,9803.0,9999.0,9692.0,20017.0,19086.0,12408.0,-72.47403030327277,2.1337021279697783,coca,cana
15024,10574.0,9742.0,9355.0,9192.0,17715.0,16888.0,11125.0,-72.43466052889754,1.9773227603675145,coca,cana
15099,9638.0,8762.0,8241.0,6919.0,17220.0,12923.0,8427.0,-72.54276079670699,2.2170617961329366,coca,cana
15137,10757.0,9985.0,10133.0,8924.0,11664.0,7475.0,5963.0,-71.6970244726025,1.3297615686397806,coca,cana
15139,10401.0,9518.0,9219.0,8532.0,19093.0,14399.0,9374.0,-72.4337171065169,1.9774568640874755,coca,cana
15338,9778.0,8941.0,9201.0,8104.0,23719.0,13172.0,8283.0,-71.79962460065661,1.313773686956077,coca,cana
15412,10752.0,9769.0,9276.0,8319.0,19845.0,13567.0,9944.0,-75.31778402697229,1.7609363201950141,coca,cana
15451,13475.0,12677.0,12530.0,12311.0,21848.0,18345.0,12561.0,-72.73247852616575,1.9791151269519087,coca,cana
15556,10002.0,9031.0,8311.0,7152.0,15634.0,8746.0,6103.0,-72.51295209939789,1.454374979536692,coca,cana
15709,10242.0,9350.0,9254.0,8360.0,20881.0,15229.0,9643.0,-72.4104986140396,1.9170923910925777,coca,cana
15745,10386.0,9500.0,9220.0,8468.0,18140.0,11594.0,7864.0,-72.0529307160242,1.273971175645412,coca,cana
15915,11660.0,10742.0,10296.0,10064.0,5144.0,3418.0,4209.0,-75.26754501501193,1.170481730991066,coca,cana
15967,10757.0,9847.0,9592.0,8746.0,19444.0,13783.0,8886.0,-72.46482121081304,2.078372484325526,coca,cana
15992,10309.0,9380.0,8924.0,8694.0,18196.0,17088.0,12392.0,-72.4605832389168,1.422862900892999,coca,cana
16018,14310.0,13663.0,13664.0,13076.0,25524.0,22948.0,15693.0,-72.53845132260322,1.8602021623610978,coca,cana
16085,10859.0,10059.0,9500.0,9246.0,17652.0,16122.0,10680.0,-72.57532421149162,2.1662711615913883,coca,cana
16143,10343.0,9516.0,9172.0,8664.0,20725.0,14214.0,9195.0,-72.4712728176278,2.0028674655003313,coca,cana
16247,11303.0,10276.0,9135.0,8995.0,8563.0,16205.0,15718.0,-75.33747541242658,0.6998423809507262,coca,cana
16260,10482.0,9647.0,9144.0,8758.0,17018.0,16182.0,10683.0,-72.51027855843087,2.135795283181013,coca,cana
16272,10447.0,9549.0,9176.0,8333.0,18179.0,13544.0,8778.0,-72.49777006525447,1.9455588496887064,coca,cana
16300,10486.0,9644.0,9186.0,8530.0,15753.0,12164.0,8545.0,-72.7579186118791,1.9015845642132296,coca,cana
16447,26625.0,26774.0,26427.0,27103.0,32149.0,29720.0,25357.0,-75.65438246980287,1.7301799221142964,coca,cana
16482,9920.0,8963.0,8798.0,7656.0,20456.0,13545.0,8409.0,-72.41697516902816,1.9110016024960954,coca,cana
16508,10578.0,9714.0,9304.0,9018.0,18161.0,15420.0,10219.0,-71.79907019342173,1.4270476413190523,coca,cana
16574,10127.0,9344.0,9646.0,9164.0,19760.0,13292.0,9296.0,-72.29593896135782,2.1804354430181494,coca,cana
16686,10674.0,9764.0,9599.0,8937.0,19110.0,14454.0,9699.0,-75.30604612014646,1.7308114542147677,coca,cana
16696,10075.0,9134.0,8399.0,7355.0,15419.0,9800.0,6930.0,-72.51230298611874,1.4318679385314568,coca,cana
16755,9627.0,8612.0,8082.0,6732.0,23212.0,11917.0,7422.0,-72.10445228384323,1.5352053110750712,coca,cana
16773,9914.0,8894.0,8680.0,7230.0,17932.0,9888.0,6903.0,-71.82848436793986,2.232904052262837,coca,cana
16831,12009.0,11184.0,10671.0,10281.0,16791.0,16578.0,12331.0,-75.41227780846118,1.5463680395867225,coca,cana
16903,9497.0,8497.0,7919.0,6687.0,17569.0,10218.0,6936.0,-71.77087459816688,1.1530424958808374,coca,cana
16981,13205.0,12581.0,11770.0,11249.0,18952.0,16138.0,13436.0,-71.43703033675973,2.221030495471982,coca,cana
17131,11594.0,10700.0,10457.0,9882.0,20481.0,18115.0,12652.0,-75.18609445900096,0.9267558465073289,coca,cana
17143,10938.0,10103.0,9574.0,9034.0,17282.0,13106.0,9001.0,-72.411608253954,2.1506793769197374,coca,cana
17152,9918.0,8960.0,9149.0,8045.0,24278.0,13809.0,8440.0,-72.50230790768637,1.9749861779149862,coca,cana
17207,9983.0,8986.0,8357.0,7424.0,16339.0,10713.0,7534.0,-71.85232824760088,2.2317361223407786,coca,cana
17392,10288.0,9379.0,8566.0,8108.0,13663.0,12531.0,9084.0,-75.90533191885172,1.4027878732828145,coca,cana
17516,15864.0,15207.0,14804.0,14520.0,18481.0,16964.0,14286.0,-71.52198535689676,2.223943408984978,coca,cana
17621,12009.0,11220.0,11386.0,11614.0,11645.0,16288.0,13335.0,-75.2808885382907,1.1252898144452739,coca,cana
17638,42202.0,43819.0,45052.0,47791.0,53223.0,32922.0,21627.0,-71.51887436109818,2.2298961025257014,coca,cana
17657,10611.0,9701.0,9165.0,8451.0,16264.0,11705.0,8149.0,-72.51256889880379,2.0507906687887902,coca,cana
17720,10434.0,9516.0,9288.0,8065.0,19400.0,11113.0,7470.0,-72.53204016122193,2.007434894335087,coca,cana
17725,9942.0,9000.0,8286.0,7111.0,20611.0,11269.0,7295.0,-72.22540103889392,1.5327913863519993,coca,cana
17784,10791.0,9909.0,9452.0,9053.0,17390.0,14451.0,9763.0,-75.30496902051063,1.7419395636130748,coca,cana
17806,9421.0,8522.0,8093.0,6928.0,22973.0,13304.0,8155.0,-72.48157729300816,2.2147891272773337,coca,cana
17888,10351.0,9440.0,9260.0,7992.0,20774.0,13579.0,8745.0,-72.50078344205525,1.912075455051912,coca,cana
17999,11123.0,10274.0,9060.0,8572.0,12924.0,9572.0,7988.0,-72.12689707268243,1.3580885266140001,coca,cana
18207,10183.0,9370.0,9604.0,8977.0,21210.0,18782.0,11945.0,-72.5228987182738,2.1655079307138747,coca,cana
18272,10769.0,9857.0,9156.0,8529.0,11949.0,13912.0,12465.0,-75.83753394206398,1.4561411333305292,coca,cana
18449,9849.0,9014.0,9487.0,8203.0,23835.0,13720.0,8603.0,-71.87857641974162,1.3736326634166547,coca,cana
18481,11648.0,10725.0,10368.0,9977.0,3664.0,1850.0,2949.0,-75.07258301097393,1.1704936291775023,coca,cana
18489,9337.0,8413.0,7598.0,6648.0,14258.0,8910.0,6333.0,-72.02443089290551,2.3246596035799825,coca,cana
18575,10269.0,9418.0,8886.0,8463.0,16528.0,14045.0,9990.0,-75.93997736123804,1.3920545742405526,coca,cana
18632,10065.0,9102.0,8540.0,7350.0,19195.0,10673.0,7090.0,-71.94237791865135,1.584169859137788,coca,cana
18749,11038.0,10247.0,9763.0,9385.0,16822.0,16516.0,10956.0,-72.47631661491263,2.136552993281155,coca,cana
18879,10428.0,9621.0,9325.0,8766.0,18441.0,17666.0,11856.0,-75.95022179363092,1.3868942170012324,coca,cana
18923,10030.0,9051.0,8239.0,7195.0,19831.0,10888.0,7252.0,-72.17951149089743,1.393934450784399,coca,cana
18975,9649.0,8764.0,9460.0,8199.0,26507.0,13339.0,8242.0,-72.46565440522373,2.226556789414856,coca,cana
18980,11131.0,10233.0,9740.0,9451.0,14696.0,19295.0,15200.0,-75.94460545273874,1.4988409749278455,coca,cana
19155,11717.0,10810.0,10296.0,10022.0,2564.0,1710.0,2944.0,-75.09604361595404,1.180942507720617,coca,cana
19209,10539.0,9623.0,8790.0,8325.0,13912.0,12102.0,8895.0,-72.03309095051293,1.1937167845818062,coca,cana
19278,10942.0,9993.0,9291.0,9044.0,13246.0,14339.0,11109.0,-71.46165244227056,2.1712451869095033,coca,cana
19438,9710.0,8721.0,8178.0,7259.0,18445.0,13208.0,9164.0,-72.46058531446418,1.4209648550970866,coca,cana
19456,10535.0,9806.0,9837.0,9353.0,20797.0,14269.0,9205.0,-72.35937732490116,1.8654996839777498,coca,cana
19670,10755.0,9798.0,9343.0,8883.0,20571.0,13698.0,8940.0,-75.31251709380567,1.7165612159619594,coca,cana
19740,22415.0,22304.0,21831.0,22224.0,28896.0,25471.0,21007.0,-75.51426839915953,1.731987477122331,coca,cana
19759,10461.0,9605.0,9106.0,8639.0,17393.0,14524.0,9570.0,-72.42791109140279,1.8961053259584848,coca,cana
20007,14138.0,13318.0,13570.0,12890.0,20660.0,19578.0,16260.0,-71.44080446465433,2.2192788684410023,coca,cana
20078,10783.0,9979.0,9868.0,9045.0,9567.0,6338.0,5713.0,-71.78141436582122,1.4408431727172348,coca,cana
20323,12669.0,11982.0,12281.0,13327.0,19210.0,18183.0,15211.0,-75.14755593886451,1.3156988812745178,coca,cana
20528,10827.0,10017.0,9649.0,9099.0,18269.0,13868.0,9292.0,-72.47337614181643,2.121634838536203,coca,cana
20662,11593.0,10779.0,10767.0,9911.0,23732.0,21006.0,14087.0,-75.1309787571278,1.4552082034518194,coca,cana
20720,11005.0,10054.0,9177.0,9300.0,9593.0,14824.0,12093.0,-75.45855509514305,1.6591287371162875,coca,cana
20786,6713.0,6544.0,6245.0,5962.0,8841.0,7873.0,5707.0,-72.47090093415032,2.232124429621948,coca,cana
20908,10771.0,9955.0,9771.0,9106.0,19763.0,14781.0,9539.0,-72.42987093985408,2.1082767849121486,coca,cana
20952,22998.0,23253.0,21722.0,22523.0,32492.0,25005.0,19552.0,-72.28072516019536,1.3341389199488964,coca,cana
20962,9960.0,9037.0,9465.0,7452.0,31272.0,13356.0,7929.0,-72.26387082533682,2.1796993663635336,coca,cana
21124,10779.0,9982.0,9491.0,9111.0,16860.0,15473.0,10046.0,-72.52269487093436,2.1246978742253417,coca,cana
21291,10242.0,9475.0,8804.0,8853.0,15851.0,13818.0,9260.0,-71.95097608854157,1.5038218739304123,coca,cana
21377,10590.0,9707.0,9027.0,8547.0,17508.0,13922.0,9285.0,-72.50988982722114,2.0403468710360393,coca,cana
21441,14550.0,14128.0,12306.0,12071.0,20309.0,14670.0,11534.0,-71.55224547131756,2.1217417047381937,coca,cana
21478,10283.0,9421.0,9029.0,8472.0,18416.0,15126.0,9796.0,-72.46482121081304,2.078372484325526,coca,cana
21497,10722.0,9881.0,9317.0,9236.0,14227.0,16777.0,11924.0,-71.89051091132055,1.5084787423173862,coca,cana
21595,10263.0,9311.0,8283.0,7782.0,11217.0,11353.0,10238.0,-75.85719301931692,0.9381903666166866,coca,cana
21611,14145.0,13427.0,12906.0,12329.0,23722.0,18650.0,14276.0,-72.38078599473022,1.874479239626306,coca,cana
21647,23686.0,23730.0,22395.0,22822.0,28752.0,25269.0,20199.0,-72.73684882506745,1.9362709660467479,coca,cana
21702,10842.0,10020.0,9539.0,9361.0,17150.0,14876.0,10097.0,-72.74713959675883,2.0008316682926406,coca,cana
21847,11971.0,11256.0,11421.0,10182.0,25421.0,16871.0,10860.0,-72.3673572164199,2.1804272812990315,coca,cana
21931,10845.0,9966.0,9440.0,8931.0,16031.0,13734.0,9291.0,-72.49666857009227,2.1349595680941964,coca,cana
22025,17171.0,16278.0,16572.0,16336.0,23824.0,23035.0,19155.0,-75.40640244692375,1.8255145544116405,coca,cana
22219,10268.0,9384.0,8970.0,8313.0,18027.0,13186.0,8786.0,-72.3652853548474,2.1314851154696,coca,cana
22254,10533.0,9685.0,9175.0,9317.0,15856.0,17726.0,12141.0,-72.10852209849398,1.407807867196113,coca,cana
22397,10552.0,9899.0,9942.0,10156.0,21271.0,16768.0,10729.0,-72.40637375442076,2.1381981564056947,coca,cana
22542,10478.0,9633.0,9690.0,10194.0,18850.0,17634.0,11403.0,-72.49666857009227,2.1349595680941964,coca,cana
22580,10789.0,9904.0,9485.0,8737.0,18628.0,13409.0,8832.0,-72.4329336577612,2.2103668753738908,coca,cana
22639,10486.0,9555.0,9017.0,8071.0,17820.0,13738.0,10411.0,-75.92625545881617,1.466961485435244,coca,cana
22659,9285.0,8230.0,7198.0,6218.0,7381.0,5335.0,5072.0,-71.88959787557737,1.1642873354091647,coca,cana
22745,11093.0,10289.0,9566.0,9521.0,15158.0,18663.0,13704.0,-75.295262026516,1.761211459162873,coca,cana
22804,11751.0,10839.0,10482.0,10469.0,3451.0,3608.0,4780.0,-75.2543324102095,1.176182695348118,coca,cana
22962,9458.0,8431.0,7538.0,6579.0,13273.0,8107.0,6206.0,-71.91936592182279,1.150769073570601,coca,cana
23118,9506.0,8527.0,8051.0,7441.0,16644.0,9893.0,6842.0,-72.45216338621005,1.9865688786649678,coca,cana
23221,10502.0,9713.0,9542.0,9171.0,19415.0,14831.0,9434.0,-72.42791469389873,1.893665055581884,coca,cana
23291,11591.0,10754.0,10705.0,10764.0,16211.0,19762.0,14780.0,-75.70712187236239,0.7652079061586571,coca,cana
23469,23296.0,23128.0,22562.0,22805.0,28608.0,25153.0,19855.0,-75.90821946285374,1.5417350108811088,coca,cana
23739,10461.0,9600.0,9106.0,8549.0,16823.0,12979.0,8839.0,-72.39026795618962,1.8399239375403267,coca,cana
23757,10772.0,9809.0,8991.0,8593.0,9069.0,8404.0,7582.0,-75.90590046464804,1.4768753690819316,coca,cana
23869,23309.0,23084.0,22687.0,22803.0,32655.0,28304.0,22662.0,-72.74857992032379,1.9318117896585039,coca,cana
23874,17833.0,17574.0,15828.0,15708.0,23998.0,18327.0,13802.0,-75.48004075690065,1.832824285501366,coca,cana
23941,9913.0,9134.0,9160.0,9200.0,17556.0,14398.0,9768.0,-72.45324115892384,1.9867061244473438,coca,cana
23971,11363.0,10413.0,9374.0,9251.0,12141.0,15233.0,13656.0,-74.24777659770453,1.8004343017671836,coca,cana
24030,10377.0,9532.0,9820.0,8405.0,21936.0,10950.0,6736.0,-72.36288132696951,2.0376709646268685,coca,cana
24271,12464.0,11644.0,10920.0,10287.0,19591.0,16478.0,12509.0,-71.52589765193248,2.1624550393375674,coca,cana
24332,14205.0,13647.0,12293.0,12117.0,22717.0,15623.0,12074.0,-75.57173851447281,1.8017215446294488,coca,cana
24410,9860.0,8865.0,8266.0,7235.0,14701.0,9288.0,6818.0,-71.71757684827296,2.259349357299696,coca,cana
24900,11653.0,10844.0,10639.0,10700.0,18637.0,18509.0,13260.0,-75.02282992095226,1.0185001807562069,coca,cana
25024,10434.0,9684.0,9619.0,9691.0,16437.0,18357.0,12202.0,-72.42683657388923,2.1502985800170507,coca,cana
25094,11404.0,10369.0,9611.0,8841.0,16471.0,14974.0,12695.0,-75.25957299761234,0.9656993704381683,coca,cana
25256,12719.0,12174.0,12403.0,13714.0,14620.0,16590.0,15013.0,-75.13717315963936,1.3083712130818164,coca,cana
25258,9725.0,8803.0,8129.0,7161.0,15745.0,11529.0,7858.0,-71.83058601405409,2.2577049833592224,coca,cana
25321,10556.0,9691.0,9346.0,8496.0,18925.0,13341.0,8685.0,-72.47127302560948,2.0027318904971563,coca,cana
25555,11001.0,10206.0,9994.0,9733.0,18396.0,15312.0,10221.0,-72.4296941741255,2.2133437905844864,coca,cana
25572,10635.0,9754.0,9467.0,8714.0,18176.0,13685.0,8849.0,-72.73234780319369,1.9761317174533504,coca,cana
25648,9716.0,8765.0,8943.0,7486.0,27897.0,14548.0,8755.0,-71.9813410143946,1.2352645975684926,coca,cana
25729,9509.0,8503.0,7210.0,6820.0,0.0,3634.0,5009.0,-71.59842624640973,1.0559800724886013,coca,cana
26016,11956.0,11143.0,10187.0,9276.0,19676.0,14322.0,10915.0,-72.40703720321758,1.5936199557688653,coca,cana
26233,12572.0,11858.0,11609.0,12665.0,14198.0,13056.0,12060.0,-75.22784946016021,1.9110417557487034,coca,cana
26316,9413.0,8365.0,7314.0,6487.0,8441.0,6032.0,5483.0,-71.59519429611387,1.0577375943169718,coca,cana
26317,13366.0,13066.0,13690.0,15065.0,24340.0,24925.0,20955.0,-75.26889327879647,1.1703458935851179,coca,cana
26370,10818.0,9999.0,9400.0,9022.0,16072.0,13672.0,9509.0,-72.51371687813706,2.1762035843107954,coca,cana
26372,14246.0,13726.0,13705.0,13244.0,23068.0,21288.0,14533.0,-72.4725860245209,2.1102452138582457,coca,cana
26436,10206.0,9351.0,8809.0,8170.0,16544.0,13126.0,8928.0,-72.09183150578997,1.4011458377567585,coca,cana
26505,12291.0,11365.0,10600.0,10494.0,7464.0,5028.0,5080.0,-76.21467543602196,0.39292633680985367,coca,cana
26583,9672.0,8693.0,7823.0,7008.0,17768.0,10141.0,6767.0,-71.91774757817636,1.576002428556382,coca,cana
26833,10217.0,9399.0,9100.0,9301.0,16229.0,18799.0,12685.0,-72.43861895885583,2.1150698799674013,coca,cana
26863,9857.0,8897.0,7939.0,6950.0,16410.0,9528.0,6697.0,-72.18926490922833,1.4581943838178015,coca,cana
26866,10330.0,9497.0,9188.0,8735.0,18450.0,15346.0,9884.0,-72.10286568754229,1.408071864827293,coca,cana
26874,10710.0,9903.0,9580.0,9103.0,19222.0,17064.0,11009.0,-72.42178996169348,2.0220408197672204,coca,cana
26916,15238.0,14545.0,14085.0,13979.0,22862.0,18578.0,14143.0,-72.74089611307538,1.9331575480435994,coca,cana
27122,10615.0,9678.0,9106.0,8849.0,14356.0,13725.0,9951.0,-75.3365256025909,1.736913034297489,coca,cana
27244,12870.0,12144.0,11345.0,10683.0,19109.0,15562.0,12240.0,-71.4390531758274,2.2196809579144836,coca,cana
27282,10376.0,9482.0,8974.0,8480.0,17612.0,14540.0,9661.0,-72.4934978012319,2.095365741301499,coca,cana
27284,10548.0,9691.0,8874.0,8657.0,11976.0,11696.0,9487.0,-71.68799918570039,1.3344912217008424,coca,cana
27376,11000.0,10255.0,9721.0,9733.0,16791.0,18048.0,12226.0,-72.53801661383828,2.1508898580909155,coca,cana
27470,9899.0,9036.0,8402.0,8292.0,14330.0,14726.0,9710.0,-71.86094654624786,1.3677827227205082,coca,cana
27525,10004.0,9041.0,8233.0,7233.0,19273.0,10664.0,7091.0,-72.1735328455638,1.4375720353434787,coca,cana
27624,10015.0,9013.0,8427.0,7203.0,20905.0,11009.0,7129.0,-71.92515425279686,1.5756069173952691,coca,cana
27634,40326.0,41831.0,40886.0,42984.0,47103.0,30105.0,20764.0,-71.51672184319074,2.229078239528937,coca,cana
27760,33363.0,34054.0,35310.0,36741.0,42824.0,38044.0,30841.0,-75.5070980565184,1.6435109466508513,coca,cana
27795,13688.0,13013.0,12613.0,12648.0,20961.0,17953.0,14649.0,-75.56274703055753,0.7735072915458291,coca,cana
27888,9522.0,8517.0,7803.0,6717.0,18458.0,10721.0,7146.0,-71.94759441409177,1.1919963446236976,coca,cana
28132,10305.0,9251.0,8749.0,7368.0,25301.0,11280.0,7511.0,-72.58534043279906,1.8628435307562237,coca,cana
28199,22018.0,22246.0,21853.0,22583.0,31296.0,28195.0,23271.0,-71.52308948981673,2.212432188494674,coca,cana
28350,11409.0,10478.0,10010.0,9446.0,17684.0,17016.0,12826.0,-75.37010466106793,0.7675575131799488,coca,cana
28358,10083.0,9114.0,8403.0,7229.0,18731.0,10395.0,7006.0,-72.6982438020369,1.7748567099218822,coca,cana
28364,12348.0,11636.0,11770.0,12513.0,18039.0,19928.0,15680.0,-74.84539661226893,1.1608549719828805,coca,cana
28439,10323.0,9357.0,9391.0,8362.0,19899.0,14107.0,8959.0,-72.46778888052773,2.0764792277824626,coca,cana
28544,12574.0,11968.0,12298.0,13274.0,14068.0,20293.0,17628.0,-75.29154416336439,1.1689865424282857,coca,cana
28555,11732.0,10738.0,9619.0,9280.0,9650.0,11513.0,11386.0,-74.69952332467638,1.0601483305005832,coca,cana
28652,9472.0,8559.0,9449.0,7048.0,33596.0,14193.0,7753.0,-72.29540142624182,2.179621135262482,coca,cana
28686,20959.0,20722.0,20136.0,20513.0,28197.0,23768.0,18028.0,-75.51655672337965,1.7162453112164204,coca,cana
